game,date,age,team,opp,result,mp,playoffs mp,fg,playoffs fg,fga,fgp,three,playoffs 3,threeatt,threep,playoffs 3p,ft,playoffs ft,fta,ftp,orb,playoffs orb,drb,playoffs drb,trb,playoffs trb,ast,stl,blk,tov,playoffs tov,pts,playoffs pts,game_score,plus_minus
26,12/22/1990,27-308,CHI,IND,W (+10),34,44,10,15,20,0.5,0,3,0,,0.429,9,12,12,0.75,2,0,5,1,7,1,5,0,2,2,1,29,45,22,
27,12/25/1990,27-311,CHI,DET,W (+12),43,44,14,15,23,0.609,1,3,1,1,0.429,8,12,10,0.8,3,0,5,1,8,1,3,3,2,3,1,37,45,30.8,
28,12/27/1990,27-313,CHI,GSW,W (+15),34,44,17,15,25,0.68,1,3,2,0.5,0.429,7,12,7,1,1,0,13,1,14,1,7,3,1,1,1,42,45,42.3,
29,12/29/1990,27-315,CHI,SEA,W (+25),37,44,10,15,24,0.417,0,3,2,0,0.429,11,12,11,1,3,0,7,1,10,1,4,4,0,2,1,31,45,26.4,
30,1/3/1991,27-320,CHI,HOU,L (-22),33,44,13,15,22,0.591,0,3,0,,0.429,6,12,7,0.857,0,0,3,1,3,1,7,3,1,4,1,32,45,26.1,
31,1/5/1991,27-322,CHI,CLE,W (+16),37,44,12,15,26,0.462,0,3,0,,0.429,6,12,7,0.857,1,0,2,1,3,1,4,4,3,3,1,30,45,21.8,
32,1/8/1991,27-325,CHI,NJN,W (+9),32,44,18,15,28,0.643,1,3,1,1,0.429,4,12,5,0.8,2,0,4,1,6,1,4,2,2,1,1,41,45,35.6,
33,1/9/1991,27-326,CHI,PHI,W (+8),41,44,16,15,27,0.593,0,3,1,0,0.429,8,12,11,0.727,0,0,4,1,4,1,9,0,1,1,1,40,45,32.3,
34,1/11/1991,27-328,CHI,ATL,W (+3),42,44,12,15,23,0.522,0,3,1,0,0.429,7,12,7,1,0,0,6,1,6,1,6,2,1,5,1,31,45,21.8,
35,1/12/1991,27-329,CHI,CHH,W (+11),38,44,11,15,21,0.524,0,3,0,,0.429,11,12,13,0.846,3,0,0,1,3,1,3,2,0,5,1,33,45,21.5,
36,1/14/1991,27-331,CHI,MIL,W (+13),45,44,13,15,27,0.481,1,3,3,0.333,0.429,7,12,7,1,1,0,9,1,10,1,9,3,2,2,1,34,45,30.4,
37,1/16/1991,27-333,CHI,ORL,W (+11),38,44,11,15,27,0.407,0,3,0,,0.429,7,12,8,0.875,0,0,4,1,4,1,4,3,1,2,1,29,45,17.8,
38,1/18/1991,27-335,CHI,ATL,L (-9),41,44,13,15,28,0.464,0,3,1,0,0.429,4,12,4,1,0,0,7,1,7,1,8,3,0,4,1,30,45,21.5,
39,1/21/1991,27-338,CHI,MIA,W (+11),39,44,17,15,28,0.607,0,3,2,0,0.429,3,12,5,0.6,1,0,5,1,6,1,5,3,1,3,1,37,45,29.4,
40,1/23/1991,27-340,CHI,NJN,L (-4),41,44,9,15,23,0.391,1,3,1,1,0.429,16,12,19,0.842,4,0,2,1,6,1,5,4,0,2,1,35,45,28.6,
41,1/25/1991,27-342,CHI,MIA,W (+21),28,44,10,15,14,0.714,3,3,3,1,0.429,3,12,4,0.75,0,0,3,1,3,1,2,6,0,3,1,26,45,24.3,
42,1/31/1991,27-348,CHI,SAS,L (-4),39,44,9,15,22,0.409,1,3,1,1,0.429,17,12,18,0.944,0,0,3,1,3,1,3,3,0,3,1,36,45,24.4,
43,2/1/1991,27-349,CHI,DAL,W (+11),38,44,10,15,18,0.556,0,3,0,,0.429,11,12,16,0.688,1,0,5,1,6,1,8,2,0,2,1,31,45,28.2,
44,2/3/1991,27-351,CHI,LAL,L (-13),40,44,10,15,22,0.455,0,3,0,,0.429,3,12,3,1,1,0,6,1,7,1,9,6,1,2,1,23,45,24.7,
45,2/4/1991,27-352,CHI,SAC,W (+11),33,44,7,15,14,0.5,0,3,0,,0.429,10,12,11,0.909,1,0,1,1,2,1,5,2,0,3,1,24,45,18.5,
46,2/7/1991,27-355,CHI,DET,W (+2),41,44,10,15,21,0.476,0,3,2,0,0.429,10,12,12,0.833,1,0,8,1,9,1,3,0,2,2,1,30,45,22.7,
47,2/12/1991,27-360,CHI,ATL,W (+9),37,44,12,15,22,0.545,1,3,2,0.5,0.429,7,12,9,0.778,0,0,4,1,4,1,7,2,2,3,1,32,45,26.3,
48,2/14/1991,27-362,CHI,NYK,W (+10),36,44,13,15,20,0.65,1,3,2,0.5,0.429,2,12,2,1,0,0,2,1,2,1,3,2,3,0,1,29,45,26.2,
49,2/16/1991,27-364,CHI,NJN,W (+12),39,44,11,15,26,0.423,1,3,1,1,0.429,3,12,4,0.75,2,0,9,1,11,1,7,3,0,7,1,26,45,16.8,
50,2/18/1991,28-001,CHI,CLE,W (+15),38,44,11,15,24,0.458,0,3,1,0,0.429,10,12,11,0.909,1,0,5,1,6,1,5,5,2,3,1,32,45,27.1,
51,2/19/1991,28-002,CHI,WSB,W (+5),38,44,15,15,27,0.556,0,3,1,0,0.429,10,12,10,1,3,0,9,1,12,1,4,1,0,2,1,40,45,32.1,
52,2/22/1991,28-005,CHI,SAC,W (+47),28,44,11,15,17,0.647,1,3,1,1,0.429,11,12,11,1,1,0,2,1,3,1,4,6,0,0,1,34,45,35.8,
53,2/23/1991,28-006,CHI,CHH,W (+21),35,44,12,15,22,0.545,1,3,3,0.333,0.429,4,12,5,0.8,0,0,3,1,3,1,3,3,2,0,1,29,45,24.6,
54,2/26/1991,28-009,CHI,BOS,W (+30),35,44,17,15,29,0.586,1,3,1,1,0.429,4,12,8,0.5,2,0,6,1,8,1,4,5,3,0,1,39,45,36.6,
55,3/1/1991,28-012,CHI,DAL,W (+23),35,44,11,15,20,0.55,1,3,1,1,0.429,6,12,6,1,1,0,10,1,11,1,8,2,0,5,1,29,45,24.9,
56,3/2/1991,28-013,CHI,IND,L (-21),38,44,8,15,23,0.348,0,3,1,0,0.429,6,12,6,1,0,0,5,1,5,1,2,6,0,3,1,22,45,13.4,
57,3/5/1991,28-016,CHI,MIL,W (+18),37,44,9,15,23,0.391,0,3,0,,0.429,12,12,13,0.923,2,0,7,1,9,1,2,2,1,5,1,30,45,18.5,
58,3/8/1991,28-019,CHI,UTA,W (+10),39,44,14,15,29,0.483,0,3,0,,0.429,9,12,10,0.9,1,0,4,1,5,1,2,3,0,1,1,37,45,26,
59,3/10/1991,28-021,CHI,ATL,W (+35),30,44,10,15,13,0.769,1,3,1,1,0.429,4,12,4,1,2,0,7,1,9,1,9,1,1,6,1,25,45,23.8,
60,3/12/1991,28-023,CHI,MIN,W (+32),29,44,7,15,15,0.467,1,3,5,0.2,0.429,5,12,5,1,2,0,3,1,5,1,10,1,0,1,1,20,45,20.8,
61,3/13/1991,28-024,CHI,MIL,W (+1),41,44,15,15,26,0.577,0,3,1,0,0.429,9,12,14,0.643,1,0,7,1,8,1,4,3,2,1,1,39,45,32.2,
62,3/15/1991,28-026,CHI,CHH,W (+13),40,44,12,15,21,0.571,0,3,1,0,0.429,10,12,12,0.833,1,0,4,1,5,1,8,2,1,4,1,34,45,28.3,
63,3/16/1991,28-027,CHI,CLE,W (+4),38,44,14,15,25,0.56,0,3,2,0,0.429,9,12,10,0.9,0,0,3,1,3,1,3,5,0,2,1,37,45,29.5,
64,3/18/1991,28-029,CHI,DEN,W (+13),29,44,11,15,19,0.579,2,3,3,0.667,0.429,7,12,7,1,0,0,6,1,6,1,2,0,1,3,1,31,45,22.2,
65,3/20/1991,28-031,CHI,ATL,W (+22),30,44,9,15,14,0.643,2,3,2,1,0.429,2,12,3,0.667,0,0,5,1,5,1,11,0,1,3,1,22,45,21.1,
66,3/22/1991,28-033,CHI,PHI,L (-5),40,44,8,15,23,0.348,0,3,2,0,0.429,4,12,5,0.8,1,0,4,1,5,1,5,2,1,4,1,20,45,8.8,
67,3/23/1991,28-034,CHI,IND,W (+14),40,44,15,15,25,0.6,0,3,1,0,0.429,9,12,9,1,0,0,2,1,2,1,5,3,2,2,1,39,45,32.4,
68,3/25/1991,28-036,CHI,HOU,L (-10),37,44,15,15,25,0.6,0,3,2,0,0.429,4,12,7,0.571,5,0,2,1,7,1,4,3,3,0,1,34,45,32.1,
69,3/28/1991,28-039,CHI,NJN,W (+34),30,44,16,15,26,0.615,0,3,0,,0.429,10,12,11,0.909,1,0,0,1,1,1,4,0,2,3,1,42,45,30.1,
70,3/29/1991,28-040,CHI,WSB,W (+18),35,44,7,15,17,0.412,1,3,2,0.5,0.429,5,12,5,1,0,0,5,1,5,1,5,2,1,1,1,20,45,16.8,
71,3/31/1991,28-042,CHI,BOS,L (-3),51,44,12,15,36,0.333,0,3,3,0,0.429,13,12,13,1,3,0,4,1,7,1,9,2,0,4,1,37,45,23,
72,4/2/1991,28-044,CHI,ORL,W (+4),41,44,17,15,26,0.654,0,3,0,,0.429,10,12,12,0.833,0,0,4,1,4,1,6,5,2,4,1,44,45,38.8,
73,4/4/1991,28-046,CHI,NYK,W (+10),35,44,15,15,30,0.5,0,3,1,0,0.429,4,12,5,0.8,2,0,6,1,8,1,4,3,0,2,1,34,45,25.2,
74,4/5/1991,28-047,CHI,SAS,L (-3),36,44,13,15,26,0.5,1,3,4,0.25,0.429,12,12,14,0.857,0,0,5,1,5,1,9,5,2,5,1,39,45,32.8,
75,4/7/1991,28-049,CHI,PHI,L (-3),48,44,16,15,27,0.593,0,3,0,,0.429,9,12,14,0.643,1,0,3,1,4,1,5,4,2,0,1,41,45,36.2,
76,4/9/1991,28-051,CHI,NYK,W (+2),37,44,10,15,18,0.556,1,3,3,0.333,0.429,7,12,8,0.875,0,0,6,1,6,1,8,1,0,0,1,28,45,27.4,
77,4/10/1991,28-052,CHI,IND,W (+5),41,44,12,15,21,0.571,0,3,0,,0.429,4,12,6,0.667,0,0,5,1,5,1,4,0,1,2,1,28,45,19.1,
78,4/12/1991,28-054,CHI,DET,L (-4),43,44,13,15,24,0.542,1,3,2,0.5,0.429,13,12,15,0.867,3,0,5,1,8,1,4,0,1,3,1,40,45,29.7,
79,4/15/1991,28-057,CHI,MIL,W (+9),39,44,17,15,27,0.63,0,3,1,0,0.429,12,12,14,0.857,0,0,5,1,5,1,2,3,2,5,1,46,45,34.2,
80,4/17/1991,28-059,CHI,MIA,W (+10),40,44,9,15,20,0.45,0,3,2,0,0.429,8,12,9,0.889,2,0,3,1,5,1,5,3,0,2,1,26,45,21.2,
81,4/19/1991,28-061,CHI,CHH,W (+16),39,44,15,15,22,0.682,0,3,1,0,0.429,11,12,13,0.846,3,0,2,1,5,1,5,4,2,4,1,41,45,36.4,
82,4/21/1991,28-063,CHI,DET,W (+8),30,44,6,15,15,0.4,0,3,2,0,0.429,6,12,6,1,2,0,1,1,3,1,1,2,0,2,1,18,45,11.5,
1,11/1/1991,28-257,CHI,PHI,W (+20),30,40,11,12,18,0.611,0,0,3,0,0,4,7,6,0.667,1,0,4,5,5,5,4,3,1,2,6,26,31,22.6,
2,11/2/1991,28-258,CHI,MIL,L (-2),42,44,19,10,29,0.655,1,0,2,0.5,0,7,10,7,1,0,3,3,2,3,5,3,5,1,4,7,46,30,37.6,
3,11/5/1991,28-261,CHI,GSW,L (-8),46,39,17,18,22,0.773,1,1,2,0.5,1,5,7,8,0.625,2,2,5,5,7,7,4,1,1,5,5,40,44,30.6,
4,11/6/1991,28-262,CHI,BOS,W (+19),38,43,16,14,26,0.615,3,0,4,0.75,0,9,22,9,1,0,0,3,3,3,3,6,1,1,2,1,44,50,36.2,
5,11/8/1991,28-264,CHI,DAL,W (+16),36,44,10,17,15,0.667,0,1,0,,1,6,9,8,0.75,1,3,6,6,7,9,5,4,0,0,2,26,44,28.3,
6,11/9/1991,28-265,CHI,ORL,W (+31),35,46,13,11,26,0.5,0,1,3,0,0.5,1,11,1,1,2,2,3,8,5,10,9,3,1,1,6,27,34,24.5,
7,11/12/1991,28-268,CHI,DET,W (+17),29,42,8,19,14,0.571,0,4,1,0,0.364,4,7,5,0.8,0,2,3,3,3,5,4,3,0,0,5,20,49,18.1,
8,11/13/1991,28-269,CHI,CHH,W (+22),33,42,11,14,19,0.579,1,0,3,0.333,0,12,10,12,1,1,4,5,15,6,19,5,3,3,2,4,35,38,34.5,
9,11/15/1991,28-271,CHI,MIL,W (+13),37,38,5,6,10,0.5,0,0,0,,0,7,10,8,0.875,2,0,5,3,7,3,11,1,0,3,6,17,22,19.4,
10,11/20/1991,28-276,CHI,GSW,W (+4),45,39,12,10,25,0.48,0,2,0,,1,11,13,13,0.846,1,2,8,1,9,3,7,3,1,3,3,35,35,29,
11,11/22/1991,28-278,CHI,SEA,W (+3),45,46,11,11,26,0.423,0,0,1,0,0,9,11,10,0.9,1,0,5,7,6,7,4,2,0,1,1,31,33,20.4,
12,11/23/1991,28-279,CHI,DEN,W (+7),41,37,15,11,28,0.536,0,1,1,0,0.5,7,6,7,1,0,0,6,8,6,8,3,0,1,2,2,37,29,24,
13,11/26/1991,28-282,CHI,LAC,W (+37),33,40,11,14,19,0.579,0,1,2,0,1,1,7,2,0.5,1,2,9,6,10,8,5,1,0,6,4,23,36,14.4,
14,11/29/1991,28-285,CHI,POR,W (+2),51,44,16,15,39,0.41,0,1,1,0,0.333,8,4,10,0.8,3,2,5,3,8,5,7,3,1,3,5,40,35,25.9,
15,11/30/1991,28-286,CHI,SAC,W (+16),39,39,13,13,21,0.619,0,0,2,0,0,4,11,9,0.444,0,0,6,3,6,3,8,0,1,2,0,30,37,23,
16,12/4/1991,28-290,CHI,CLE,W (+6),41,44,7,10,20,0.35,0,0,1,0,0,2,9,2,1,1,1,8,7,9,8,9,3,0,7,3,16,29,8.6,
17,12/6/1991,28-292,CHI,CHH,W (+18),34,34,8,16,19,0.421,1,6,2,0.5,0.6,2,1,4,0.5,1,2,10,1,11,3,10,1,0,1,1,19,39,17.6,
18,12/7/1991,28-293,CHI,PHI,L (-3),41,50,12,16,25,0.48,0,0,1,0,0,8,7,10,0.8,3,1,11,4,14,5,9,3,1,4,5,32,39,29.1,
19,12/10/1991,28-296,CHI,SEA,W (+5),39,41,7,11,20,0.35,0,0,1,0,0,5,4,8,0.625,3,2,8,5,11,7,1,0,1,1,5,19,26,10.3,
20,12/13/1991,28-299,CHI,NYK,W (+10),43,45,9,9,18,0.5,0,0,2,0,0,9,10,12,0.75,1,1,7,3,8,4,6,4,0,3,4,27,28,24,
21,12/14/1991,28-300,CHI,WSB,W (+13),33,44,12,15,19,0.632,0,3,1,0,0.429,5,12,8,0.625,3,0,6,1,9,1,1,2,3,1,1,29,45,25.8,
22,12/17/1991,28-303,CHI,LAL,L (-13),38,44,6,15,20,0.3,0,3,3,0,0.429,9,12,10,0.9,0,0,4,1,4,1,7,3,3,0,1,21,45,19,
23,12/20/1991,28-306,CHI,NJN,W (+17),30,44,8,15,18,0.444,0,3,0,,0.429,8,12,8,1,1,0,4,1,5,1,4,1,2,0,1,24,45,21.7,
24,12/21/1991,28-307,CHI,ATL,W (+14),43,44,16,15,24,0.667,2,3,2,1,0.429,3,12,3,1,1,0,8,1,9,1,10,4,1,3,1,37,45,37.6,
25,12/25/1991,28-311,CHI,BOS,W (+22),35,44,6,15,14,0.429,0,3,1,0,0.429,2,12,2,1,1,0,7,1,8,1,5,2,3,2,1,14,45,14.2,
26,12/26/1991,28-312,CHI,ATL,W (+11),44,44,15,15,31,0.484,1,3,2,0.5,0.429,3,12,4,0.75,1,0,2,1,3,1,6,2,3,4,1,34,45,23.1,
27,12/28/1991,28-314,CHI,SAC,W (+9),36,44,11,15,20,0.55,0,3,1,0,0.429,11,12,12,0.917,0,0,2,1,2,1,8,3,3,6,1,33,45,26.3,
28,12/30/1991,28-316,CHI,IND,W (+5),44,44,10,15,19,0.526,0,3,1,0,0.429,9,12,11,0.818,2,0,4,1,6,1,7,3,2,4,1,29,45,25.2,
29,1/3/1992,28-320,CHI,MIL,L (-5),40,44,19,15,29,0.655,0,3,2,0,0.429,6,12,8,0.75,2,0,4,1,6,1,7,1,0,1,1,44,45,36.4,
30,1/4/1992,28-321,CHI,NJN,W (+44),32,44,12,15,20,0.6,0,3,0,,0.429,3,12,4,0.75,2,0,3,1,5,1,1,1,2,0,1,27,45,22.4,
31,1/7/1992,28-324,CHI,WSB,W (+13),37,44,7,15,15,0.467,1,3,1,1,0.429,6,12,6,1,0,0,5,1,5,1,9,4,1,3,1,21,45,21.6,
32,1/8/1992,28-325,CHI,MIA,W (+2),47,44,17,15,27,0.63,0,3,0,,0.429,6,12,9,0.667,0,0,6,1,6,1,8,1,2,4,1,40,45,31.3,
33,1/10/1992,28-327,CHI,UTA,W (+15),37,44,15,15,25,0.6,1,3,2,0.5,0.429,6,12,6,1,1,0,4,1,5,1,4,1,1,2,1,37,45,28.7,
34,1/11/1992,28-328,CHI,MIA,W (+9),39,44,10,15,19,0.526,0,3,0,,0.429,10,12,10,1,0,0,6,1,6,1,7,1,1,1,1,30,45,26.5,
35,1/14/1992,28-331,CHI,PHI,W (+23),33,44,11,15,20,0.55,0,3,1,0,0.429,4,12,4,1,0,0,5,1,5,1,4,5,2,2,1,26,45,25.1,
36,1/16/1992,28-333,CHI,CLE,W (+15),39,44,15,15,26,0.577,0,3,2,0,0.429,5,12,6,0.833,0,0,4,1,4,1,8,2,1,2,1,35,45,28.3,
37,1/17/1992,28-334,CHI,SAS,W (+6),38,44,10,15,23,0.435,1,3,1,1,0.429,10,12,10,1,0,0,4,1,4,1,8,1,0,1,1,31,45,24.5,
38,1/19/1992,28-336,CHI,DET,W (+2),45,44,12,15,27,0.444,0,3,2,0,0.429,10,12,14,0.714,0,0,6,1,6,1,6,2,0,3,1,34,45,22.1,
39,1/21/1992,28-338,CHI,PHO,W (+6),41,44,13,15,23,0.565,0,3,0,,0.429,4,12,5,0.8,2,0,3,1,5,1,7,5,1,4,1,30,45,26.4,
40,1/22/1992,28-339,CHI,CHH,W (+3),43,44,7,15,18,0.389,1,3,2,0.5,0.429,8,12,8,1,2,0,4,1,6,1,4,2,2,5,1,23,45,16.2,
41,1/24/1992,28-341,CHI,DET,W (+24),30,44,9,15,14,0.643,0,3,0,,0.429,2,12,2,1,1,0,1,1,2,1,5,0,2,2,1,20,45,17.7,
42,1/25/1992,28-342,CHI,HOU,W (+14),41,44,12,15,27,0.444,3,3,3,1,0.429,8,12,10,0.8,0,0,3,1,3,1,5,4,1,4,1,35,45,24.4,
43,1/28/1992,28-345,CHI,SAS,L (-5),44,44,15,15,31,0.484,0,3,1,0,0.429,9,12,11,0.818,0,0,9,1,9,1,7,4,0,3,1,39,45,29.9,
44,1/30/1992,28-347,CHI,HOU,L (-3),43,44,9,15,26,0.346,0,3,1,0,0.429,4,12,4,1,2,0,3,1,5,1,5,3,0,1,1,22,45,14,
45,1/31/1992,28-348,CHI,DAL,W (+15),37,44,10,15,17,0.588,0,3,1,0,0.429,5,12,6,0.833,2,0,8,1,10,1,9,1,0,1,1,25,45,25.6,
46,2/2/1992,28-350,CHI,LAL,W (+6),44,44,13,15,27,0.481,1,3,1,1,0.429,6,12,8,0.75,0,0,8,1,8,1,11,2,0,5,1,33,45,24,
47,2/3/1992,28-351,CHI,UTA,L (-3),56,44,13,15,34,0.382,1,3,1,1,0.429,7,12,9,0.778,2,0,11,1,13,1,8,2,1,2,1,34,45,23.6,
48,2/11/1992,28-359,CHI,NJN,W (+20),34,44,13,15,23,0.565,0,3,0,,0.429,8,12,9,0.889,1,0,5,1,6,1,7,4,2,3,1,34,45,31.4,
49,2/13/1992,28-361,CHI,NYK,W (+21),35,44,4,15,15,0.267,0,3,0,,0.429,9,12,11,0.818,0,0,2,1,2,1,5,1,0,1,1,17,45,11,
50,2/15/1992,28-363,CHI,NYK,W (+1),42,44,9,15,24,0.375,0,3,0,,0.429,11,12,12,0.917,1,0,4,1,5,1,2,2,2,3,1,29,45,17.9,
51,2/17/1992,29-000,CHI,CLE,L (-1),43,44,21,15,32,0.656,0,3,1,0,0.429,4,12,5,0.8,1,0,3,1,4,1,6,0,0,3,1,46,45,34,
52,2/19/1992,29-002,CHI,ORL,W (+13),38,44,11,15,23,0.478,0,3,1,0,0.429,5,12,7,0.714,5,0,5,1,10,1,8,2,0,3,1,27,45,23.7,
53,2/21/1992,29-004,CHI,ATL,W (+15),46,44,14,15,23,0.609,0,3,0,,0.429,5,12,6,0.833,1,0,9,1,10,1,14,4,0,4,1,33,45,34.5,
54,2/22/1992,29-005,CHI,MIN,W (+15),35,44,13,15,27,0.481,0,3,3,0,0.429,4,12,6,0.667,2,0,4,1,6,1,8,1,2,1,1,30,45,24.3,
55,2/25/1992,29-008,CHI,DET,L (-2),42,44,11,15,22,0.5,0,3,0,,0.429,1,12,3,0.333,1,0,3,1,4,1,6,4,1,1,1,23,45,19.9,
56,2/26/1992,29-009,CHI,WSB,W (+19),27,44,10,15,17,0.588,1,3,3,0.333,0.429,5,12,6,0.833,2,0,2,1,4,1,1,2,0,0,1,26,45,22.4,
57,2/28/1992,29-011,CHI,MIL,W (+4),41,44,8,15,18,0.444,0,3,0,,0.429,8,12,10,0.8,1,0,5,1,6,1,6,2,2,2,1,24,45,20.8,
58,3/1/1992,29-013,CHI,POR,W (+20),36,44,10,15,23,0.435,0,3,2,0,0.429,11,12,12,0.917,0,0,9,1,9,1,7,3,0,5,1,31,45,22.9,
59,3/3/1992,29-015,CHI,IND,L (-2),39,44,12,15,21,0.571,0,3,0,,0.429,3,12,5,0.6,2,0,5,1,7,1,5,0,1,2,1,27,45,20.2,
60,3/5/1992,29-017,CHI,MIN,W (+13),39,44,14,15,26,0.538,0,3,0,,0.429,5,12,5,1,1,0,4,1,5,1,5,1,1,1,1,33,45,25.3,
61,3/6/1992,29-018,CHI,MIA,W (+42),28,44,12,15,20,0.6,0,3,1,0,0.429,3,12,3,1,0,0,6,1,6,1,2,2,1,2,1,27,45,20.9,
62,3/8/1992,29-020,CHI,PHI,W (+4),43,44,12,15,26,0.462,0,3,1,0,0.429,10,12,13,0.769,3,0,8,1,11,1,8,1,0,1,1,34,45,28.3,
63,3/11/1992,29-023,CHI,BOS,W (+34),35,44,14,15,23,0.609,0,3,0,,0.429,4,12,4,1,0,0,13,1,13,1,3,0,2,4,1,32,45,24.1,
64,3/14/1992,29-026,CHI,ORL,W (+16),38,44,11,15,22,0.5,0,3,1,0,0.429,4,12,4,1,1,0,9,1,10,1,9,5,0,3,1,26,45,26.3,
65,3/16/1992,29-028,CHI,MIA,W (+16),39,44,15,15,27,0.556,0,3,2,0,0.429,7,12,7,1,2,0,7,1,9,1,13,0,1,3,1,37,45,34,
66,3/17/1992,29-029,CHI,NJN,W (+11),45,44,16,15,32,0.5,0,3,0,,0.429,8,12,12,0.667,4,0,6,1,10,1,4,2,2,1,1,40,45,31,
67,3/19/1992,29-031,CHI,WSB,W (+6),43,44,19,15,30,0.633,1,3,1,1,0.429,12,12,15,0.8,2,0,9,1,11,1,3,1,1,0,1,51,45,43.1,
68,3/21/1992,29-033,CHI,ORL,L (-3),38,44,10,15,22,0.455,0,3,0,,0.429,5,12,7,0.714,6,0,9,1,15,1,4,2,1,3,1,25,45,21.8,
69,3/24/1992,29-036,CHI,DEN,W (+13),41,44,18,15,31,0.581,2,3,3,0.667,0.429,12,12,13,0.923,0,0,6,1,6,1,6,3,0,3,1,50,45,41.1,
70,3/28/1992,29-040,CHI,CLE,W (+24),37,44,21,15,32,0.656,0,3,1,0,0.429,2,12,2,1,0,0,4,1,4,1,6,3,0,1,1,44,45,36.6,
71,3/31/1992,29-043,CHI,NYK,W (+6),40,44,13,15,23,0.565,0,3,1,0,0.429,10,12,12,0.833,3,0,1,1,4,1,3,3,1,3,1,36,45,29.1,
72,4/1/1992,29-044,CHI,CHH,W (+6),39,44,11,15,22,0.5,1,3,3,0.333,0.429,8,12,10,0.8,1,0,1,1,2,1,5,3,0,2,1,31,45,23.9,
73,4/3/1992,29-046,CHI,LAC,W (+11),42,44,5,15,17,0.294,0,3,2,0,0.429,5,12,6,0.833,0,0,6,1,6,1,7,2,0,5,1,15,45,6.8,
74,4/5/1992,29-048,CHI,BOS,L (-11),40,44,12,15,28,0.429,0,3,3,0,0.429,2,12,2,1,0,0,2,1,2,1,2,3,0,3,1,26,45,11.6,
75,4/7/1992,29-050,CHI,MIL,W (+15),37,44,12,15,22,0.545,2,3,5,0.4,0.429,4,12,4,1,0,0,5,1,5,1,7,6,1,3,1,30,45,28.3,
76,4/10/1992,29-053,CHI,IND,W (+12),42,44,16,15,30,0.533,1,3,1,1,0.429,2,12,4,0.5,0,0,4,1,4,1,6,4,0,1,1,35,45,26.8,
77,4/11/1992,29-054,CHI,IND,W (+2),37,44,8,15,20,0.4,0,3,0,,0.429,7,12,7,1,1,0,4,1,5,1,8,5,1,1,1,23,45,23.6,
78,4/13/1992,29-056,CHI,ATL,W (+7),23,44,6,15,12,0.5,0,3,1,0,0.429,0,12,0,,0,0,1,1,1,1,7,3,1,2,1,12,45,12.5,
79,4/17/1992,29-060,CHI,ATL,W (+26),32,44,9,15,16,0.563,0,3,0,,0.429,3,12,4,0.75,1,0,3,1,4,1,8,0,0,5,1,21,45,13.6,
80,4/19/1992,29-062,CHI,DET,W (+18),39,44,9,15,17,0.529,0,3,0,,0.429,14,12,15,0.933,0,0,2,1,2,1,7,2,1,7,1,32,45,23.7,
1,11/6/1992,29-263,CHI,CLE,W (+5),37,40,12,12,26,0.462,0,0,2,0,0,5,7,6,0.833,3,0,3,5,6,5,2,3,3,2,6,29,31,22.3,
2,11/7/1992,29-264,CHI,ATL,L (-1),39,44,13,10,29,0.448,1,0,4,0.25,0,8,10,9,0.889,0,3,4,2,4,5,11,4,0,6,7,35,30,24.8,
3,11/9/1992,29-266,CHI,IND,W (+5),42,39,10,18,20,0.5,0,1,1,0,1,4,7,5,0.8,0,2,2,5,2,7,12,2,0,4,5,24,44,20.2,
4,11/11/1992,29-268,CHI,DET,W (+2),52,43,13,14,24,0.542,3,0,3,1,0,8,22,10,0.8,2,0,8,3,10,3,4,0,1,5,1,37,50,26.5,
5,11/13/1992,29-270,CHI,MIL,W (+5),42,44,14,17,31,0.452,0,1,2,0,1,6,9,8,0.75,3,3,3,6,6,9,4,3,2,5,2,34,44,21.5,
6,11/14/1992,29-271,CHI,DEN,W (+33),22,46,7,11,13,0.538,2,1,5,0.4,0.5,2,11,2,1,0,2,4,8,4,10,7,3,1,2,6,18,34,19.1,
7,11/17/1992,29-274,CHI,MIN,W (+21),31,42,14,19,21,0.667,2,4,2,1,0.364,2,7,3,0.667,1,2,2,3,3,5,5,4,1,3,5,32,49,28.6,
8,11/19/1992,29-276,CHI,SEA,W (+9),34,42,14,14,22,0.636,2,0,4,0.5,0,5,10,5,1,1,4,5,15,6,19,2,2,0,2,4,35,38,28.4,
9,11/20/1992,29-277,CHI,LAL,L (-2),47,38,21,6,39,0.538,1,0,2,0.5,0,11,10,14,0.786,5,0,8,3,13,3,7,1,3,5,6,54,22,41.2,
10,11/22/1992,29-279,CHI,PHO,W (+17),39,39,16,10,27,0.593,0,2,2,0,1,8,13,8,1,0,2,3,1,3,3,7,3,4,1,3,40,35,37.7,
11,11/24/1992,29-281,CHI,GSW,W (+9),44,46,18,11,30,0.6,1,0,3,0.333,0,12,11,14,0.857,2,0,3,7,5,7,7,1,1,3,1,49,33,39.5,
12,11/28/1992,29-285,CHI,NYK,L (-37),38,37,4,11,20,0.2,0,1,1,0,0.5,9,6,9,1,3,0,3,8,6,8,4,1,0,0,2,17,29,10.6,
13,12/4/1992,29-291,CHI,POR,W (+12),38,40,15,14,25,0.6,1,1,1,1,1,7,7,9,0.778,4,2,9,6,13,8,2,1,0,1,4,38,36,32.2,
